stop_id;stop_code;stop_name;stop_lat;stop_lon;zone_id;alias;stop_area;stop_desc;lest_x;lest_y;zone_name;authority
144466;7820362-1;Puidu;58.39093648;26.67946108;144466;;Tartu linn;;6475405.87;656663.22;;Tartu LV
128376;7820321-1;Turu ring;58.34306297;26.73696764;128376;;Tartu linn;"Võru tn suunas";6470214.00;660241.18;;Tartu LV
26091;7820065-1;Kabeli;58.35917116;26.72136773;26091;;Tartu linn;"Aardla tn suunas";6471969.46;659255.59;TartuLinn;Tartu LV
128367;7820317-1;Postimaja;58.34525094;26.71488112;128367;;Tartu linn;"linna suunas";6470404.94;658938.93;;Tartu LV
26507;7820224-1;Risti;58.3920868;26.72167493;26507;;Tartu linn;"Põllu tn.suunas";6475633.25;659124.85;TartuLinn;Tartu LV
26679;7820164-1;Nurme;58.39330651;26.71804316;26679;;Tartu linn;;6475760.38;658907.13;TartuLinn;Tartu LV
25350;7820072-1;Karete;58.34913295;26.72340804;25350;;Tartu linn;"Aardla tn. suunas";6470857.19;659420.31;TartuLinn;Tartu LV
24728;7820078-1;Kastani;58.36571667;26.72151128;24728;;Tartu linn;"linna sisenev";6472698.22;659234.42;TartuLinn;Tartu LV
25598;7820134-1;Lootuse;58.36942282;26.72152375;25598;;Tartu linn;"Kesklinna suunas";6473110.70;659218.40;TartuLinn;Tartu LV
25473;7820133-1;Lootuse;58.37078404;26.72155998;25473;;Tartu linn;"linnast väljuv";6473262.27;659214.37;TartuLinn;Tartu LV
26398;7820220-1;Riiamäe;58.37296117;26.72287072;26398;;Tartu linn;"Kesklinn suunas";6473507.67;659281.17;TartuLinn;Tartu LV
128377;7820322-1;Turu ring;58.34280788;26.73818363;128377;;Tartu linn;"Turu tn. suunas";6470188.51;660313.50;;Tartu LV
26260;7820302-1;Vene;58.38578652;26.72639415;26260;;Tartu linn;"Kesklinna suunas";6474943.32;659429.12;TartuLinn;Tartu LV
26238;7820179-1;Peetri kirik;58.3899214;26.7278263;26238;;Tartu linn;"Põllu tn.suunas";6475406.88;659494.10;TartuLinn;Tartu LV
125616;7820035-2;FI;58.35335497;26.68075748;125616;;Tartu linn;"Lõpp-peatus";6471226.48;656906.22;;Tartu LV
25944;7820243-1;Soinaste I;58.36437354;26.69919726;25944;;Tartu linn;"kesklinna suunas";6472496.00;657935.56;TartuLinn;Tartu LV
135329;7820331-1;Viadukti;58.35470981;26.76270419;135329;;Tartu linn;"Võru tn. suunas";6471571.87;661693.72;;Tartu LV
125595;7820249-2;Soola I;58.37731299;26.72982439;125595;;Tartu linn;"Soola  lõpp-peatus";6474008.50;659668.00;;Tartu LV
24873;7820014-1;Annelinna keskus;58.37045316;26.76670441;24873;;Tartu linn;"Kesklinna suunas";6473333.49;661855.41;TartuLinn;Tartu LV
26387;7820206-1;Raudtee IV;58.35522599;26.70754632;26387;;Tartu linn;"Riia tn. suunas Soinaste tn.l";6471497.68;658464.93;TartuLinn;Tartu LV
26520;7820238-1;Silla I;58.36910319;26.74017165;26520;;Tartu linn;"Annelinna suunas";6473119.54;660310.22;TartuLinn;Tartu LV
144829;7820345-1;Eha;58.37027018;26.72756102;144829;;Tartu linn;"linna sisenev";6473219.34;659567.57;;Tartu LV
144384;7820349-1;Killustiku;58.39732505;26.73427053;144384;;Tartu linn;"linna sisenev";6476246.14;659837.08;;Tartu LV
144383;7820359-1;Mõisapargi;58.39989791;26.729291;144383;;Tartu linn;"linna sisenev";6476520.61;659534.49;;Tartu LV
144380;7820364-1;Sinepi;58.4026746;26.71596028;144380;;Tartu linn;"linna sisenev";6476798.00;658743.18;;Tartu LV
145460;7820366-1;Teguri;58.36092931;26.72124144;145460;;Tartu linn;"linnast väljuv";6472164.82;659240.26;;Tartu LV
26240;7820181-1;Peetri;58.39007646;26.72913255;26240;;Tartu linn;"linnast väljuv";6475427.25;659569.73;TartuLinn;Tartu LV
26385;7820204-1;Raudtee III;58.35467418;26.70708405;26385;;Tartu linn;"linnast väljuv Aardla tn.l";6471435.18;658440.37;TartuLinn;Tartu LV
125565;7820289-2;Turu;58.37792077;26.73396427;125565;;Tartu linn;;6474086.00;659907.25;;Tartu LV
140318;7820341-1;Roheline park;58.39652974;26.68533648;140318;;Tartu linn;;6476042.07;656981.63;;Tartu LV
26122;7820249-1;Soola I;58.37716844;26.73005784;26122;;Tartu linn;"Sõpruse silla suunas";6473992.97;659682.30;TartuLinn;Tartu LV
24882;7820099-1;Kopli;58.34863097;26.71010606;24882;;Tartu linn;"Roopa tn suunas";6470769.79;658644.33;TartuLinn;Tartu LV
116457;7820225-1;Roopa;58.34872195;26.69763966;116457;;Tartu linn;"Lõpp peatus";6470750.50;657914.56;TartuLinn;Tartu LV
26508;7820226-1;Roopa;58.34868407;26.69763178;26508;;Tartu linn;"Kesklinna suunas";6470746.26;657914.27;TartuLinn;Tartu LV
149423;7820374-1;Klaose;58.40640897;26.7038608;149423;;Tartu linn;;6477185.02;658019.61;;Tartu LV
26847;7820003-1;Aardla;58.35484233;26.72295824;26847;;Tartu linn;"Aardla tn suunas";6471491.50;659368.18;TartuLinn;Tartu LV
25475;7820075-1;Kasarmu;58.38659375;26.73719894;25475;;Tartu linn;"Narva mnt. suunas";6475058.89;660056.93;TartuLinn;Tartu LV
26374;7820193-1;Raadi;58.39664003;26.73102389;26374;;Tartu linn;"Narva mnt. suunas";6476162.18;659650.50;TartuLinn;Tartu LV
26083;7820057-1;Jõe;58.37056892;26.73946996;26083;;Tartu linn;;6473280.98;660262.52;TartuLinn;Tartu LV
24717;7820033-1;E-Kaubamaja;58.3584934;26.73078222;24717;;Tartu linn;"Aardla tn. suunas";6471916.42;659809.30;TartuLinn;Tartu LV
33511;7820273-1;Tartu Maja IV;58.38183188;26.68539271;33511;;Tartu linn;"raudtee suunas";6474406.50;657050.43;TartuLinn;Tartu LV
138205;7820340-1;Hotell Sophia;58.35677838;26.67871662;138205;;Tartu linn;;6471602.70;656771.61;;Tartu LV
133806;7820328-1;Jaama;58.3840735;26.7402712;133806;;Tartu linn;"Kesklinna suunas";6474785.76;660247.94;;Tartu LV
26237;7820178-1;Pauluse;58.3710759;26.7156237;26237;;Tartu linn;"Kesklinna suunas";6473280.67;658865.96;Tartu;Tartu LV
26391;7820211-1;Nisu;58.37308889;26.68539208;26391;;Tartu linn;"Ilmatsalu tn. suunas";6473433.50;657089.37;TartuLinn;Tartu LV
159715;7820116-2;Kvissentali;58.40649432;26.69662695;159715;;Tartu linn;;6477177.50;657596.70;;Tartu LV
26390;7820210-1;Ravila;58.36990365;26.68980226;26390;;Tartu linn;"linna sisenev";6473089.35;657361.44;TartuLinn;Tartu LV
26389;7820209-1;Ravila;58.36979825;26.68927247;26389;;Tartu linn;"linnast väljuv";6473076.38;657330.93;TartuLinn;Tartu LV
161142;7800431-2;Lennujaam;58.31074453;26.69123484;161142;;Kambja vald;"Lõpp-peatus";6466509.00;657709.50;;Tartu LV
